from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date 
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,Laura Barzilai,1627277,Partner (Non-Brd),2006-01-01,,Member,,
Wachtell Lipton Rosen & Katz,93992,New York State Bar Association (NYSBA),256477,Joshua Holmes,1624678,Associate (Non-Brd),1999-09-01,2007-01-01,Committee Member,,
Sheppard Mullin Richter & Hampton LLP,482823,New York State Bar Association (NYSBA),256477,Ken Yood,1618040,Partner (Non-Brd),2009-08-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Gerard Hannon,1622102,Partner (Non-Brd),,,Member,,
Vinson & Elkins LLP,56187,New York State Bar Association (NYSBA),256477,Karen Smith,1615725,Partner (Non-Brd),,,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Mimi Hyman,1622069,Partner (Non-Brd),2007-01-01,,Member,,
Bryan Cave LLP (Formerly known as Bryan Cave McPheeters & McRoberts LLP) (Ceased Trading 04/2018),462429,New York State Bar Association (NYSBA),256477,David Kasakove,1614549,Partner (Non-Brd),2005-01-01,2018-04-03,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Irina Shestakova,1622059,Partner (Non-Brd),2008-01-01,,Member,,
Bryan Cave Leighton Paisner LLP,2830412,New York State Bar Association (NYSBA),256477,David Kasakove,1614549,Partner (Non-Brd),2018-04-03,,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Bob Sheehan,1629010,Partner (Non-Brd),1999-09-01,,Committee Chairman,,
Carlton Fields Jorden Burt PA (Carlton Fields PA prior to 01/2014),2345347,New York State Bar Association (NYSBA),256477,Bill Rohrer,1629510,Shareholder (Non-Brd),2003-07-29,2016-04-01,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Barbara Wand,1628893,Partner (Non-Brd),2015-01-01,,Member,,
McDermott Will & Emery LLP,639301,New York State Bar Association (NYSBA),256477,Roy Larson,1622035,Partner (Non-Brd),2017-07-20,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Roy Larson,1622035,Managing Partner (Non-Brd),2004-10-01,2017-01-01,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Roy Larson,1622035,Partner (Non-Brd),1999-01-01,2004-10-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Thomas Laurer,1628850,Partner (Non-Brd),2012-11-01,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Yong Ren,1629286,Associate (Non-Brd),2001-01-01,2006-01-01,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,AI Marks,1629458,Partner (Non-Brd),2005-07-01,,Committee Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Lina Nemchenko,1621842,Partner (Non-Brd),2001-01-01,,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Michael Sirkin,1629292,Senior Partner (Non-Brd),1989-01-01,2018-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Jeffrey Ostrager,1628882,Partner (Non-Brd),1989-01-01,,Committee Member,,
WASHINGTON MUTUAL INC (De-listed 09/2008),33102,New York State Bar Association (NYSBA),256477,Chad Smith,1625487,First Vice President (Non-Brd),2002-11-01,2008-09-01,Member,,
Dentons US LLP,1686476,New York State Bar Association (NYSBA),256477,Manny Caixeiro,1618821,Partner (Non-Brd),2018-09-28,,Member,,
Willkie Farr & Gallagher LLP,645279,New York State Bar Association (NYSBA),256477,David Katz,1628979,Partner (Non-Brd),2010-07-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Ira Reid,1622001,Partner (Non-Brd),2002-04-01,,Member,,
Mayer Brown LLP (Mayer Brown Rowe & Maw LLP prior to 09/2007),483619,New York State Bar Association (NYSBA),256477,Lauren Randell,1627120,Associate (Non-Brd),2006-01-01,2010-07-27,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Joseph Archie,1628205,Associate (Non-Brd),1990-01-01,1994-01-01,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Fred Fabricant,1627015,Partner (Non-Brd),2011-10-01,2014-09-01,Member,,
Sheppard Mullin Richter & Hampton LLP,482823,New York State Bar Association (NYSBA),256477,YooKyung Moon,1617960,Partner (Non-Brd),2014-09-01,,Member,,
Sheppard Mullin Richter & Hampton LLP,482823,New York State Bar Association (NYSBA),256477,YooKyung Moon,1617960,Special Counsel (Non-Brd),2012-06-01,2013-02-01,Member,,
Bryan Cave Leighton Paisner LLP,2830412,New York State Bar Association (NYSBA),256477,Ian Weiskopf,1616088,Partner (Non-Brd),2019-01-01,,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Michael Gallagher,1626269,Partner (Non-Brd),2002-01-01,,Member,,
Pillsbury Winthrop Shaw Pittman LLP,634367,New York State Bar Association (NYSBA),256477,Mark Litvack,1617619,Partner (Non-Brd),2010-06-01,,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Ben Haglund,1629346,Partner (Non-Brd),1996-01-01,,Member,,
Dickinson Wright PLLC (Formerly known as Dickinson Wright Moon Van Dusen & Freeman),109147,New York State Bar Association (NYSBA),256477,David Judson,1629361,Partner (Non-Brd),2015-06-29,2018-01-01,Member,,
Drinker Biddle & Reath LLP,862984,New York State Bar Association (NYSBA),256477,Jason Gould,1629371,Partner (Non-Brd),2019-03-11,,Member,,
Carlton Fields Jorden Burt PA (Carlton Fields PA prior to 01/2014),2345347,New York State Bar Association (NYSBA),256477,Jason Gould,1629371,Shareholder (Non-Brd),2014-01-01,2019-01-01,Member,,
Thompson & Knight LLP,120962,New York State Bar Association (NYSBA),256477,Glenn Reitman,1620887,Associate (Non-Brd),2007-05-01,2009-02-01,Member,,
Sidley Austin LLP (Sidley Austin Brown & Wood LLP prior to 01/2006),836052,New York State Bar Association (NYSBA),256477,Tanya Landon,1625622,Partner (Non-Brd),2014-01-01,,Member,,
Allen Matkins Leck Gamble Mallory & Natsis LLP,1053391,New York State Bar Association (NYSBA),256477,H. Excellency Alan Hearty,1627520,Partner (Non-Brd),2013-07-01,,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Yong Ren,1629286,Partner (Non-Brd),2013-09-13,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Colin Lloyd,1626027,Partner (Non-Brd),2016-01-01,,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Pierre-Luc Arsenault,1621900,Partner (Non-Brd),2013-10-03,,Member,,
Seyfarth Shaw LLP,421472,New York State Bar Association (NYSBA),256477,Gary Glaser,1617454,Partner (Non-Brd),1999-03-01,2016-06-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Jon Grouf,1621859,Partner (Non-Brd),,,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Rick Sanders,1629312,Partner (Non-Brd),2011-06-28,,Member,,
Latham & Watkins LLP,482007,New York State Bar Association (NYSBA),256477,Marc Williamson,1619037,Attorney (Non-Brd),1997-10-01,2001-03-01,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Stuart Bressman,1627774,Partner (Non-Brd),2019-01-02,,Member,,
Dechert LLP (Formerly known as Dechert Price & Rhoads),138162,New York State Bar Association (NYSBA),256477,Victor Mokrousov,1625548,Partner (Non-Brd),2012-04-05,,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Klas Holm,1628820,Partner (Non-Brd),2012-06-26,,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Stuart Rosow,1629289,Partner (Non-Brd),1997-01-01,,Committee Member,,
Ropes & Gray LLP,89706,New York State Bar Association (NYSBA),256477,Yong Ren,1629286,Partner (Non-Brd),2006-01-01,2009-01-01,Member,,
Mayer Brown LLP (Mayer Brown Rowe & Maw LLP prior to 09/2007),483619,New York State Bar Association (NYSBA),256477,Yong Ren,1629286,Partner (Non-Brd),2010-01-01,2013-09-13,Member,,
Arent Fox LLP (Formerly known as Arent Fox Kintner Plotkin and Kahn PLLC),124517,New York State Bar Association (NYSBA),256477,Karen Candreva,1629273,Partner (Non-Brd),,,Member,,
"Foley & Lardner LLP (Friedman, Wang & Bleiberg PC prior to 07/2004)",570020,New York State Bar Association (NYSBA),256477,Harold Kaplan,1615590,Partner (Non-Brd),2008-01-01,,Member,,
Arent Fox LLP (Formerly known as Arent Fox Kintner Plotkin and Kahn PLLC),124517,New York State Bar Association (NYSBA),256477,Michael Cryan,1629268,Partner (Non-Brd),1995-01-01,,Executive Committee Member,,
Crowell & Moring LLP,883244,New York State Bar Association (NYSBA),256477,Linda Lerner,1629259,Partner (Non-Brd),2011-12-01,2017-01-01,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Chris Austin,1628141,Partner (Non-Brd),2010-02-01,2014-07-01,Member,,
Vinson & Elkins LLP,56187,New York State Bar Association (NYSBA),256477,Shelley Barber,1615659,Partner (Non-Brd),1997-07-01,,Member,,
Akerman LLP (Akerman Senterfitt LLP prior to 11/2013),836305,New York State Bar Association (NYSBA),256477,Karyn Koiffman,1621636,Partner (Non-Brd),2018-07-31,,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Craig Primis,1621802,Associate (Non-Brd),1996-01-01,2000-01-01,Member,,
Willkie Farr & Gallagher LLP,645279,New York State Bar Association (NYSBA),256477,Tom French,1628942,Partner (Non-Brd),2002-01-01,,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,Dennis Cohen,1622675,Associate (Non-Brd),2003-09-01,2006-08-01,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Jai Agrawal,1621897,Partner (Non-Brd),2003-10-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Karyn Koiffman,1621636,Partner (Non-Brd),2012-06-11,2018-07-01,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Roy Larson,1622035,Associate (Non-Brd),1992-01-01,1994-01-01,Member,,
Kramer Levin Naftalis & Frankel LLP,468414,New York State Bar Association (NYSBA),256477,Scott Weiser,1622608,Assistant Secretary (Non-Brd),2000-01-01,2007-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Andy Seiden,1629008,Partner (Non-Brd),2002-06-01,,Committee Co-Chairman,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Mark O'Donoghue,1628878,Senior Counsel (Non-Brd),2019-01-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Scott Brandman,1622005,Partner (Non-Brd),1998-01-01,2018-01-01,Member,,
Seyfarth Shaw LLP,421472,New York State Bar Association (NYSBA),256477,John Napoli,1617671,Co-Managing Partner (Non-Brd),2002-05-01,,Member,,
BANK OF NEW YORK MELLON CORP (THE),945834,New York State Bar Association (NYSBA),256477,Suzanne Andrews,1619469,Senior Counsel (Non-Brd),1997-11-01,2004-07-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Michael Grohman,1625115,Partner (Non-Brd),1996-05-01,2011-05-11,Member,,
Baker & Hostetler LLP,85282,New York State Bar Association (NYSBA),256477,Dennis Cohen,1622675,Partner (Non-Brd),2013-01-01,2018-03-01,Member,,
Buchanan Ingersoll & Rooney PC,1483391,New York State Bar Association (NYSBA),256477,Bill Flynn III,1627286,Of Counsel (Non-Brd),2018-01-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,David Heroy,1621322,Partner (Non-Brd),2007-05-01,2018-07-01,Member,,
DLA Piper LLP (US),931739,New York State Bar Association (NYSBA),256477,Darryl Steinhause,1621321,Partner (Non-Brd),2011-10-01,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Andrea Wahlquist,1620989,Partner (Non-Brd),,2014-06-01,Committee Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Doctor Claudia Frutos-Peterson,1628030,Managing Partner (Non-Brd),2014-02-24,,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,James Silk,1629006,Associate (Non-Brd),1997-01-01,2006-01-01,Member,,
Dechert LLP (Formerly known as Dechert Price & Rhoads),138162,New York State Bar Association (NYSBA),256477,James Nix,1627621,Partner (Non-Brd),2005-01-01,2015-12-01,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,Cedric Van den Borren,1624239,Associate (Non-Brd),2008-01-01,2011-04-01,Member,,
Brown Rudnick LLP (Brown Rudnick Berlack Israels LLP prior to 04/2008),1265175,New York State Bar Association (NYSBA),256477,Ed Hershfield,1627076,Partner (Non-Brd),1984-09-01,2016-05-01,Member,,
Armstrong Teasdale LLP,636740,New York State Bar Association (NYSBA),256477,Holly You,1626586,Partner (Non-Brd),2012-08-06,2016-05-01,Member,,
EXXON MOBIL CORP,11430,New York State Bar Association (NYSBA),256477,Vicky Tsilas,1626826,Analyst (Non-Brd),2007-07-01,2008-03-01,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Jennifer Scullion,1626863,Partner (Non-Brd),2003-06-01,2016-12-01,Member,,
Dechert LLP (Formerly known as Dechert Price & Rhoads),138162,New York State Bar Association (NYSBA),256477,Rob Helm,1625994,Deputy Chairman/Partner (Brd) (ED),1984-10-01,2017-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Jonathan Walsh,1629048,Partner (Non-Brd),2008-06-26,,Member,,
Cravath Swaine & Moore LLP,567845,New York State Bar Association (NYSBA),256477,Will Fogg,1622370,Attorney (Non-Brd),1991-01-01,1999-01-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Joe Reilly,1627148,Associate (Non-Brd),2002-01-01,2008-12-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Guillermo Ulke,1629035,Partner (Non-Brd),,,Member,,
Skadden Arps Slate Meagher & Flom LLP,76614,New York State Bar Association (NYSBA),256477,Peter Stewart,1629019,Associate (Non-Brd),1994-01-01,1996-01-01,Member,,
Wilson Sonsini Goodrich & Rosati PC,564292,New York State Bar Association (NYSBA),256477,Peter Stewart,1629019,Attorney (Non-Brd),1998-01-01,1999-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Jacques Semmelman,1629009,Partner (Non-Brd),1994-01-01,,Member,,
Willkie Farr & Gallagher LLP,645279,New York State Bar Association (NYSBA),256477,James Silk,1629006,Partner (Non-Brd),2007-01-01,,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Yutaka Kimura,1621631,Associate (Non-Brd),2012-06-01,2015-07-01,Member,,
Baker & McKenzie LLP (Baker McKenzie),732656,New York State Bar Association (NYSBA),256477,Yutaka Kimura,1621631,Partner (Non-Brd),2015-07-01,,Member,,
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015),42640,New York State Bar Association (NYSBA),256477,Linda Lerner,1629259,Council Member (Non-Brd),,,Member,,
McDermott Will & Emery LLP,639301,New York State Bar Association (NYSBA),256477,Dino Fazlibegu,1617642,Partner (Non-Brd),2018-03-29,,Member,,
DLA Piper LLP (US),931739,New York State Bar Association (NYSBA),256477,Richard Hans,1619506,Partner (Non-Brd),2008-12-01,2013-10-08,Member,,
MERRILL LYNCH & CO INC (De-listed 01/2009),20349,New York State Bar Association (NYSBA),256477,Remy Rodas,1628934,Assistant VP (Non-Brd),1981-08-01,1985-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Remy Rodas,1628934,Partner (Non-Brd),2008-06-26,2017-01-01,Member,,
American Bankers Association (ABA),79015,New York State Bar Association (NYSBA),256477,Harold Kaplan,1615590,Editor (Non-Brd),2000-01-01,2011-01-01,Member,,
Brownstein Hyatt Farber Schreck LLP (Hatch & Parent prior to 01/2008),1573205,New York State Bar Association (NYSBA),256477,Lee Boyd,1628446,Shareholder (Non-Brd),2015-02-26,2016-10-01,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Roy Larson,1622035,Associate (Non-Brd),1994-01-01,1996-01-01,Member,,
Curtis Mallet-Prevost Colt & Mosle LLP,104167,New York State Bar Association (NYSBA),256477,Mark O'Donoghue,1628878,Partner/General Counsel (Non-Brd),1977-01-01,2019-01-01,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Frank Lopez,1626951,Associate (Non-Brd),2004-01-01,2006-01-01,Member,,
Proskauer Rose LLP (Formerly known as Proskauer Rose Goetz & Mendelsohn LLP),89727,New York State Bar Association (NYSBA),256477,Mike Ellis,1628920,Partner (Non-Brd),2015-11-01,,Member,,
Brown Rudnick LLP (Brown Rudnick Berlack Israels LLP prior to 04/2008),1265175,New York State Bar Association (NYSBA),256477,Mason Simpson,1628577,Associate (Non-Brd),2008-01-01,2011-02-02,Member,,
Dechert LLP (Formerly known as Dechert Price & Rhoads),138162,New York State Bar Association (NYSBA),256477,Professor David Vaughan,1627652,Associate (Non-Brd),1997-01-01,1999-12-01,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,Amy Wilfert,1628904,Managing Partner (Non-Brd),1998-01-01,,Member,,
Day Pitney LLP,76634,New York State Bar Association (NYSBA),256477,George Whitaker,1628901,Partner (Non-Brd),,2017-01-01,Chairman,,
