from_company,from_company_id,to_company,to_company_id,name,name_id,role_in_from_company,role_in_from_company_start_date,role_in_from_company_end_date,role_in_to_company,role_in_to_company_start_date,role_in_to_company_end_date 
JC Flowers & Co LLC,624376,New York State Bar Association (NYSBA),256477,Arvidas Remeza,1515907,Associate General Counsel (Non-Brd),2012-09-01,,Member,,
CAMPBELL SOUP CO,5620,New York State Bar Association (NYSBA),256477,Matthew Ayres,1529863,Associate Corporate Counsel (Non-Brd),2008-05-01,2013-08-01,Member,,
FLAHERTY & CRUMRINE PREFERRED INCOME FUND INC (Preferred Income Fund Inc prior to 11/2003),746200,New York State Bar Association (NYSBA),256477,Roger Ko,1526371,Assistant Treasurer (Non-Brd),2014-04-01,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Matthew Ayres,1529863,Associate (Non-Brd),2001-10-01,2008-04-01,Member,,
Nathan Associates Inc,1710055,New York State Bar Association (NYSBA),256477,Lisa Yarmoshuk,1523494,Consultant (Non-Brd),2003-02-01,2004-08-01,Member,,
NEWS CORP,1962516,New York State Bar Association (NYSBA),256477,David Pitofsky,1519658,Executive VP/General Counsel/Chief Compliance Officer (Non-Brd),2018-01-01,,Member,,
McElroy Deutsch Mulvaney & Carpenter LLP (McElroy Deutsch & Mulvaney LLP prior to 05/2004),860401,New York State Bar Association (NYSBA),256477,Carol Pisano,1522570,Counsel (Non-Brd),2013-01-01,,Member,,
Self Storage Group Inc (Global Income Fund Inc prior to 11/2013) (Listed 01/2016),13386,New York State Bar Association (NYSBA),256477,Russell Kamerman,1529005,VP/Chief Compliance Officer (Non-Brd),2014-12-01,2016-01-19,Member,,
McElroy Deutsch Mulvaney & Carpenter LLP (McElroy Deutsch & Mulvaney LLP prior to 05/2004),860401,New York State Bar Association (NYSBA),256477,Scott Levin,1521447,Associate (Non-Brd),2003-05-01,2014-11-01,Member,,
Wilson Sonsini Goodrich & Rosati PC,564292,New York State Bar Association (NYSBA),256477,Albert Sheu,1517072,Associate (Non-Brd),2004-05-01,2007-04-01,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Sarah Mudho,1519369,Corporate Counsel (Non-Brd),,2015-01-01,Member,,
Wellspring Capital Management LLC,1013053,New York State Bar Association (NYSBA),256477,Sarah Mudho,1519369,General Counsel (Non-Brd),2015-01-01,2017-01-01,Member,,
Wellspring Capital Management LLC,1013053,New York State Bar Association (NYSBA),256477,Sarah Mudho,1519369,General Counsel/Chief Compliance Officer (Non-Brd),2017-01-01,,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Steve Witzel,1525608,Partner (Non-Brd),2005-03-09,,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,Neil Herman,1538412,Senior Counsel (Non-Brd),2018-01-01,,Member,,
Barnes & Thornburg LLP,484329,New York State Bar Association (NYSBA),256477,Nancy Schimmel,1585134,Partner (Non-Brd),2012-03-01,2018-01-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Marjorie Glover,1543763,Partner (Non-Brd),2017-06-30,,Member,,
Sullivan & Cromwell LLP,489314,New York State Bar Association (NYSBA),256477,Bjarne Tellmann,1594258,Associate Attorney (Non-Brd),1997-09-01,1999-12-01,Member,,
Cahill Gordon & Reindel LLP,80214,New York State Bar Association (NYSBA),256477,Joe Lucosky,1543986,Attorney (Non-Brd),2001-09-01,2006-05-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Clara Krivoy,1543783,Partner (Non-Brd),2012-11-08,2017-06-30,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Stacie Hartman,1593532,Partner (Non-Brd),2002-01-01,2019-01-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Morton Grosz,1543767,Partner (Non-Brd),2017-06-30,2017-01-01,Member,,
Dentons US LLP,1686476,New York State Bar Association (NYSBA),256477,Francois Chateau,1543000,Partner (Non-Brd),2014-01-01,,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Raquel Bierzwinsky,1543752,Partner (Non-Brd),2017-06-30,,Member,,
Winston & Strawn LLP,69607,New York State Bar Association (NYSBA),256477,Morton Grosz,1543767,Partner (Non-Brd),2017-08-01,,Member,,
Kirkland & Ellis LLP (KE),461609,New York State Bar Association (NYSBA),256477,Rohit Chaudhry,1543757,Partner (Non-Brd),2018-02-15,,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,Bill Heuer,1538962,Attorney (Non-Brd),1999-01-01,2005-01-01,Member,,
Cole Schotz PC (Cole Schotz Meisel Forman & Leonard PA prior to 01/2015),2405301,New York State Bar Association (NYSBA),256477,Michael Sirota,1539110,Co-Managing Shareholder/Partner (Brd) (ED),1987-01-01,,Advisory Board Member,,
"McGuireWoods LLP (McGuire, Woods, Battle & Boothe LLP prior to 2000)",250377,New York State Bar Association (NYSBA),256477,Dion Hayes,1544377,Deputy Managing Partner (Non-Brd),2017-01-01,2018-01-01,Member,,
MERRILL LYNCH & CO INC (De-listed 01/2009),20349,New York State Bar Association (NYSBA),256477,Bob Werner,1590545,MD (Non-Brd),2007-01-02,2009-01-01,Member,,
"McGuireWoods LLP (McGuire, Woods, Battle & Boothe LLP prior to 2000)",250377,New York State Bar Association (NYSBA),256477,Dion Hayes,1544377,Deputy Managing Partner (Brd) (ED),2017-01-01,2018-01-01,Member,,
MORGAN STANLEY (Morgan Stanley Dean Witter & Co prior to 07/2002),21105,New York State Bar Association (NYSBA),256477,Cynthia Marian,1544746,Counsel (Non-Brd),2012-01-01,2012-01-01,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Patricia Pileggi,1593847,Partner (Non-Brd),2008-01-01,,Member,,
FirstMark Capital LLC (Pequot Ventures prior to 06/2008),566533,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,MD (Brd) (ED),2013-03-01,2019-01-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Morton Grosz,1543767,Partner (Non-Brd),1988-01-01,2017-06-30,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Bob Schwinger,1544061,Partner/General Counsel (Non-Brd),1984-09-01,2017-06-30,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Leslie Schreyer,1544060,Partner (Non-Brd),,2017-06-30,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Leslie Schreyer,1544060,Partner (Non-Brd),2017-06-30,,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Frank Wagner,1593895,Partner (Non-Brd),2013-07-01,2016-02-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Eduardo Ramos-Gmez,1537768,Partner (Non-Brd),2004-05-12,,Vice Chairman,,
Paul Hastings LLP (Paul Hastings Janofsky & Walker LLP prior to 07/2011),50924,New York State Bar Association (NYSBA),256477,Raquel Bierzwinsky,1543752,Attorney (Non-Brd),2003-08-01,2009-10-01,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Bjarne Tellmann,1594258,Associate Attorney (Non-Brd),1995-10-01,1997-06-01,Member,,
Goodwin Procter LLP (Goodwin Procter & Hoar LLP prior to 01/2001),378007,New York State Bar Association (NYSBA),256477,Larry Chu,1537786,Partner (Non-Brd),2012-08-01,,Member,,
Latham & Watkins LLP,482007,New York State Bar Association (NYSBA),256477,Loan Nisser,1543618,Associate (Non-Brd),1998-10-01,2000-06-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Jeffrey Robins,1544055,Partner (Non-Brd),2017-06-30,,Member,,
Brown Rudnick LLP (Brown Rudnick Berlack Israels LLP prior to 04/2008),1265175,New York State Bar Association (NYSBA),256477,Clara Krivoy,1543783,Partner (Non-Brd),2017-08-09,,Member,,
PAYPAL HOLDINGS INC,2308850,New York State Bar Association (NYSBA),256477,Franz Paasche,1536566,Vice President - Commercial (Non-Brd),2015-07-17,2016-09-30,Member,,
Paul Weiss Rifkind Wharton & Garrison LLP,54197,New York State Bar Association (NYSBA),256477,Franz Paasche,1536566,Litigator (Non-Brd),1987-12-01,1993-12-01,Member,,
DelBello Donnellan Weingarten Wise & Wiederkehr LLP,1020359,New York State Bar Association (NYSBA),256477,Arnold Kirby,1539128,Partner (Non-Brd),2013-01-01,2019-03-01,Member,,
ACADIA REALTY TRUST,556,New York State Bar Association (NYSBA),256477,Reginald Livingston II,1540722,Co-Head (Non-Brd),2019-02-01,,Member,,
ACADIA REALTY TRUST,556,New York State Bar Association (NYSBA),256477,Reginald Livingston II,1540722,Vice President - Acquisitions (Non-Brd),2011-12-01,2019-02-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Lawrence Larose,1543784,Partner (Non-Brd),2017-06-30,2019-01-01,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,Michael Gillespie,1538606,Associate (Non-Brd),1986-01-01,1995-01-01,Member,,
Helium Systems Inc,2228448,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,Director -  SD (Brd) (SD),,,Member,,
FirstMark Capital LLC (Pequot Ventures prior to 06/2008),566533,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,Partner (Brd) (ED),2019-01-01,,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Richard Leder,1543786,Of Counsel (Non-Brd),2017-06-30,,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Raquel Bierzwinsky,1543752,Partner (Non-Brd),2015-07-01,2017-06-30,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Lauren Kelly,1543777,Partner (Non-Brd),,2017-06-30,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Tom Hall,1543769,Partner (Non-Brd),2017-06-30,,Committee Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Bill Cavanagh,1543756,Partner (Non-Brd),,2017-06-30,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Eric Haber,1539115,Special Counsel (Non-Brd),2006-01-01,,Member,,
Arent Fox LLP (Formerly known as Arent Fox Kintner Plotkin and Kahn PLLC),124517,New York State Bar Association (NYSBA),256477,Robert Hirsh,1539077,Partner (Non-Brd),,,Member,,
COCA-COLA CO,7204,New York State Bar Association (NYSBA),256477,Bjarne Tellmann,1594258,Associate General Counsel (Non-Brd),2010-10-01,2014-03-01,Member,,
Steptoe & Johnson LLP,79336,New York State Bar Association (NYSBA),256477,Stacie Hartman,1593532,Partner (Non-Brd),2019-03-07,,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Bill Heuer,1538962,Special Counsel (Non-Brd),2009-01-01,2010-01-01,Member,,
INDEPENDENCE HOLDING CO,15798,New York State Bar Association (NYSBA),256477,Loan Nisser,1543618,First Vice President (Non-Brd),2012-01-01,2015-01-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Larry Kotler,1538956,Partner (Non-Brd),2001-06-01,,Member,,
White & Case LLP,48680,New York State Bar Association (NYSBA),256477,Arthur Mitchell III,1540552,Counsellor (Non-Brd),2008-01-01,,Member,,
Morgan Lewis & Bockius LLP,250597,New York State Bar Association (NYSBA),256477,Neil Herman,1538412,Partner (Non-Brd),1999-01-01,2018-01-01,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Tom Battistoni,1593442,Partner (Non-Brd),2007-01-01,2018-12-01,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Ed Casmere,1593464,Attorney (Non-Brd),2001-01-01,2007-12-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Chaim Wachsberger,1544077,Partner (Non-Brd),,2017-06-30,Member,,
Phosphorus Inc,2652681,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,Director -  SD (Brd) (SD),,,Member,,
Tinicum Inc,791000,New York State Bar Association (NYSBA),256477,Cynthia Marian,1544746,VP/Chief Compliance Officer (Non-Brd),2013-09-01,2015-01-01,Member,,
Manatt Phelps & Phillips LLP (Formerly known as Manatt Phelps Rothenberg & Tunney),486743,New York State Bar Association (NYSBA),256477,Kalidou Gadio,1540792,Partner (Non-Brd),2017-05-01,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Peter Vassilev,1585097,Attorney (Non-Brd),2006-01-01,2010-06-01,Member,,
Andrews Kurth Kenyon LLP (Andrews Kurth LLP prior to 09/2016) (Ceased Trading 04/2018),534296,New York State Bar Association (NYSBA),256477,Jerry Kyle Jr,1542101,Partner (Non-Brd),2002-01-01,2018-02-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Noam Ayali,1543744,Partner (Non-Brd),,2017-06-30,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Bill Heuer,1538962,Partner (Non-Brd),2010-01-01,2017-01-01,Member,,
XPRESSPA GROUP INC (FORM Holdings Corp prior to 01/2018),1654734,New York State Bar Association (NYSBA),256477,Jonathan Kraft,1586040,Counsel (Non-Brd),2013-09-01,2018-06-22,Member,,
INDEPENDENCE HOLDING CO,15798,New York State Bar Association (NYSBA),256477,Loan Nisser,1543618,VP/Secretary (Non-Brd),2015-01-01,,Member,,
Davis Polk & Wardwell LLP,43959,New York State Bar Association (NYSBA),256477,Larry Chu,1537786,Attorney (Non-Brd),1998-08-01,2006-09-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Chaim Wachsberger,1544077,Partner (Non-Brd),2017-06-30,,Member,,
FirstMark Capital LLC (Pequot Ventures prior to 06/2008),566533,New York State Bar Association (NYSBA),256477,Brian Kempner,1593709,COO/General Counsel (Non-Brd),2008-01-01,2014-12-01,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,Michael Gillespie,1538606,Partner (Non-Brd),1995-01-01,,Member,,
Clayton Dubilier & Rice LLC,43369,New York State Bar Association (NYSBA),256477,Terrianne Patnode,1542072,Counsel (Non-Brd),2017-01-01,2018-01-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Lawrence Larose,1543784,Partner (Non-Brd),2013-10-07,2017-06-30,Member,,
Clayton Dubilier & Rice LLC,43369,New York State Bar Association (NYSBA),256477,Terrianne Patnode,1542072,In-House Counsel (Non-Brd),2014-01-01,2017-01-01,Member,,
GOLDMAN SACHS GROUP INC,13564,New York State Bar Association (NYSBA),256477,Bob Werner,1590545,Various Positions (Non-Brd),2009-01-01,2012-01-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Bob Schwinger,1544061,Partner (Non-Brd),2017-06-30,,Member,,
Interaudi Bank (Bank Audi USA prior to 05/2003),421716,New York State Bar Association (NYSBA),256477,Francois Chateau,1543000,Director -  SD (Brd) (SD),,,Member,,
Simpson Thacher & Bartlett LLP,82286,New York State Bar Association (NYSBA),256477,Peter Vassilev,1585097,Counsel (Non-Brd),2016-09-01,,Member,,
Clark Hill PLC (Clark Hill Thorp Reed PLC prior to 2014),550987,New York State Bar Association (NYSBA),256477,Nancy Schimmel,1585134,Partner (Non-Brd),2018-09-17,,Member,,
DUNDEE CORP (Dundee Bancorp Inc prior to 12/2004),835396,New York State Bar Association (NYSBA),256477,Jon Aikman,1536885,Vice President (Non-Brd),2014-03-01,2016-06-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Richard Leder,1543786,Partner (Non-Brd),,2017-06-30,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Rohit Chaudhry,1543757,Partner (Non-Brd),2017-06-30,2018-02-01,Member,,
Debevoise & Plimpton LLP,532756,New York State Bar Association (NYSBA),256477,Terrianne Patnode,1542072,Associate (Non-Brd),2004-09-01,2014-05-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Bruce Buechler,1539266,Partner (Non-Brd),2000-01-01,,Member,,
Sheppard Mullin Richter & Hampton LLP,482823,New York State Bar Association (NYSBA),256477,Lawrence Larose,1543784,Partner (Non-Brd),2019-05-07,,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Marjorie Glover,1543763,Partner (Non-Brd),,2017-06-30,Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,Erez Tucner,1544073,Shareholder (Non-Brd),2019-06-01,,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Noam Ayali,1543744,Partner (Non-Brd),2017-06-30,,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Jeffrey Robins,1544055,Partner (Non-Brd),2001-08-01,2017-06-30,Member,,
GSO Capital Partners LP,900129,New York State Bar Association (NYSBA),256477,Jimmy Wang,1586053,Senior VP (Non-Brd),2008-01-01,2013-03-01,Member,,
Fried Frank Harris Shriver & Jacobson LLP,48048,New York State Bar Association (NYSBA),256477,Cynthia Marian,1544746,Special Counsel (Non-Brd),2019-01-01,,Member,,
Corsair Capital LLC,742048,New York State Bar Association (NYSBA),256477,Jimmy Wang,1586053,General Counsel/Chief Compliance Officer (Non-Brd),2013-03-01,,Member,,
Weil Gotshal & Manges LLP,262182,New York State Bar Association (NYSBA),256477,Cynthia Marian,1544746,Attorney (Non-Brd),2007-01-01,2012-01-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Lauren Kelly,1543777,Partner (Non-Brd),2017-06-30,,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Rohit Chaudhry,1543757,Partner (Non-Brd),1993-09-01,2017-06-30,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Bruce Nathan,1539265,Partner (Non-Brd),,,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Paul Mackey,1593400,Partner (Non-Brd),,,Member,,
Board of Governors of the Federal Reserve System,1494319,New York State Bar Association (NYSBA),256477,Jon Aikman,1536885,Member (Non-Brd),,,Member,,
Levene Neale Bender Yoo and Brill LLP (LNBY&B) (Levene Neale Bender Rankin & Brill LLP prior to 06/2010),1487719,New York State Bar Association (NYSBA),256477,David Neale,1539248,Co-Managing Partner (Brd) (ED),1995-07-01,,Member,,
DelBello Donnellan Weingarten Wise & Wiederkehr LLP,1020359,New York State Bar Association (NYSBA),256477,Jon Pasternak,1539127,Partner (Non-Brd),2013-01-01,2018-08-01,Member,,
Duane Morris LLP (Formerly known as Duane Morris & Heckscher LLP),91111,New York State Bar Association (NYSBA),256477,Joe Lemkin,1544112,Partner (Non-Brd),2002-03-01,2011-09-01,Member,,
Clayton Dubilier & Rice LLC,43369,New York State Bar Association (NYSBA),256477,Terrianne Patnode,1542072,Chief Compliance Officer (Non-Brd),2018-01-01,,Member,,
Techstars Central LLC (Formerly known as TechStars LLC),1104580,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,Mentor (Non-Brd),,,Member,,
Jones Day (Jones Day Reavis & Pogue prior to 01/2003),1204724,New York State Bar Association (NYSBA),256477,Stephen Fiamma,1537206,Partner (Non-Brd),1986-01-01,2000-04-30,Member,,
Kramer Levin Naftalis & Frankel LLP,468414,New York State Bar Association (NYSBA),256477,David Neale,1539248,Associate (Non-Brd),1987-05-01,1989-01-01,Member,,
Holland & Knight LLP,464601,New York State Bar Association (NYSBA),256477,Erez Tucner,1544073,Partner (Non-Brd),2017-03-01,2019-06-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,David Gallai,1543727,Partner (Non-Brd),2017-06-30,,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Louis DeLucia,1593371,Partner (Non-Brd),2009-03-01,2019-03-01,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Jay Indyke,1539114,Partner (Non-Brd),2006-09-01,,Member,,
"McGuireWoods LLP (McGuire, Woods, Battle & Boothe LLP prior to 2000)",250377,New York State Bar Association (NYSBA),256477,Dion Hayes,1544377,Deputy Managing Partner (Non-Brd),2018-01-01,,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Richard Kanowitz,1539116,Partner (Non-Brd),2006-01-01,,Member,,
Greenberg Traurig LLP,113127,New York State Bar Association (NYSBA),256477,Louis DeLucia,1593371,Shareholder (Non-Brd),2007-01-01,2009-01-01,Member,,
Andrews Kurth Kenyon LLP (Andrews Kurth LLP prior to 09/2016) (Ceased Trading 04/2018),534296,New York State Bar Association (NYSBA),256477,Richard Baumfield,1586568,Partner (Non-Brd),,2013-01-01,Member,,
PENN VIRGINIA CORP (De-listed 01/2016),24077,New York State Bar Association (NYSBA),256477,Sarah Mehra,1586726,Associate General Counsel (Non-Brd),2003-01-01,2010-01-01,Member,,
Hamilton Lane Advisors LLC,1245668,New York State Bar Association (NYSBA),256477,Sarah Mehra,1586726,Vice President (Non-Brd),2011-12-01,,Member,,
Cleary Gottlieb Steen & Hamilton LLP,39236,New York State Bar Association (NYSBA),256477,Pierre-Yves Chabert,1537742,Partner (Non-Brd),1996-01-01,,Member,,
XPRESSPA GROUP INC (FORM Holdings Corp prior to 01/2018),1654734,New York State Bar Association (NYSBA),256477,Jonathan Kraft,1586040,General Counsel (Non-Brd),2018-06-22,2018-10-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,David Gallai,1543727,Partner (Non-Brd),2008-07-28,2017-06-30,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Bill Cavanagh,1543756,Partner (Non-Brd),2017-06-30,,Member,,
Orrick Herrington & Sutcliffe LLP,484431,New York State Bar Association (NYSBA),256477,Jerry Kyle Jr,1542101,Partner (Non-Brd),2018-03-01,,Member,,
K&L Gates LLP,1227160,New York State Bar Association (NYSBA),256477,Loan Nisser,1543618,Associate (Non-Brd),2001-03-01,2002-05-01,Member,,
Latham & Watkins LLP,482007,New York State Bar Association (NYSBA),256477,Jimmy Wang,1586053,Associate (Non-Brd),2002-10-01,2006-02-01,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Tom Hall,1543769,Partner (Non-Brd),1980-09-01,2017-06-30,Committee Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Gregory Curtner,1593471,Partner (Non-Brd),2012-01-01,2017-06-01,Member,,
Goulston & Storrs PC,1011616,New York State Bar Association (NYSBA),256477,Mitch Baron,1543945,Director -  Non-Brd (Non-Brd),,,Member,,
"McGuireWoods LLP (McGuire, Woods, Battle & Boothe LLP prior to 2000)",250377,New York State Bar Association (NYSBA),256477,Dion Hayes,1544377,Partner (Non-Brd),1992-09-01,2017-01-01,Member,,
Digital Currency Group Inc (DCG),2546742,New York State Bar Association (NYSBA),256477,Matt Turck,1591732,Committee Member (Non-Brd),2016-01-01,,Member,,
Schiff Hardin LLP (Schiff Hardin & Waite LLP prior to 01/2004),823021,New York State Bar Association (NYSBA),256477,Ed Casmere,1593464,Partner (Non-Brd),2008-01-01,2016-02-01,Member,,
"McGuireWoods LLP (McGuire, Woods, Battle & Boothe LLP prior to 2000)",250377,New York State Bar Association (NYSBA),256477,Dion Hayes,1544377,Deputy Managing Partner (Brd) (ED),2018-01-01,,Member,,
Shearman & Sterling LLP,36104,New York State Bar Association (NYSBA),256477,Fred Sosnick,1590802,Partner (Non-Brd),1997-06-01,,Member,,
Raine Group LLC (The),1728235,New York State Bar Association (NYSBA),256477,Peter Vassilev,1585097,General Counsel/Chief Compliance Officer (Non-Brd),2010-06-01,2016-09-01,Member,,
Norton Rose Fulbright US LLP,2224784,New York State Bar Association (NYSBA),256477,Clara Krivoy,1543783,Partner (Non-Brd),2017-06-30,2017-08-01,Member,,
Lowenstein Sandler LLP (Formerly known as Lowenstein Sandler PC),567117,New York State Bar Association (NYSBA),256477,Kenneth Rosen,1539262,Partner (Non-Brd),2000-01-01,,Member,,
Wilson Sonsini Goodrich & Rosati PC,564292,New York State Bar Association (NYSBA),256477,Larry Chu,1537786,Partner (Non-Brd),2006-09-01,2012-08-01,Member,,
BLACK STONE MINERALS LP,2241582,New York State Bar Association (NYSBA),256477,Jerry Kyle Jr,1542101,Independent Director (Brd) (SD),2015-05-01,,Member,,
Cooley LLP,935873,New York State Bar Association (NYSBA),256477,Cathy Hershcopf,1539112,Partner (Non-Brd),2006-01-01,,Member,,
Spectrum Equity Investors LP,782248,New York State Bar Association (NYSBA),256477,Leah Palmer,1538705,Vice President - Legal (Non-Brd),2015-02-01,,Member,,
PAYPAL HOLDINGS INC,2308850,New York State Bar Association (NYSBA),256477,Franz Paasche,1536566,Senior VP - Corporate Affairs/Communications (Non-Brd),2016-09-30,,Member,,
COCA-COLA CO,7204,New York State Bar Association (NYSBA),256477,Bjarne Tellmann,1594258,Regional General Counsel (Non-Brd),2007-07-01,2010-04-01,Member,,
AMERICAN INDEPENDENCE CORP (Softnet Systems prior to 11/2002) (De-listed 08/2016),28461,New York State Bar Association (NYSBA),256477,Loan Nisser,1543618,VP/Secretary (Non-Brd),,2016-08-31,Member,,
Chadbourne & Parke LLP (Formerly known as Chadbourne Parke Whiteside & Wolf LLP) (Ceased Trading 06/2017),875948,New York State Bar Association (NYSBA),256477,Erez Tucner,1544073,Partner (Non-Brd),2011-09-14,2017-02-01,Member,,
